Partner Name|Status of partner|Line Partner|Partner Email|Phone Number|Vehicles Given|Capacity of Smallest Vehicle Given|Capacity of Biggest Vehicle Given|Depot 1 Name|Depot 1 Street|Depot 1 ZIP|Depot 1 City|Depot 1 Country|Depot 1 Latitude|Depot 1 Longitude|Depot 2 Name|Depot 2 Street|Depot 2 ZIP|Depot 2 City|Depot 2 Country|Depot 2 Latitude|Depot 2 Longitude|Depot 3 Name|Depot 3 Street|Depot 3 ZIP|Depot 3 City|Depot 3 Country|Depot 3 Latitude|Depot 3 Longitude|Depot 4 Name|Depot 4 Street|Depot 4 ZIP|Depot 4 City|Depot 4 Country|Depot 4 Latitude|Depot 4 Longitude|
Busreisen Tholen|CHARTER_PARTNER|Yes|olaf.thies@tholen-reisen.de|+494491929924|14|19|59|Zentrale|Gottlieb-Daimler-Straße|26169|Friesoythe|Germany|53.0150416|7.8858175|||||||||||||||||||||
"Thors Reisen, Town to Town, GmbH|CHARTER_PARTNER|Yes|info@thors-reisen.de|+494662881330|2|49|50|Zentrale|Flensburger Str.|25917|Leck |Germany|54.7629031|8.9779813|||||||||||||||||||||"
Thürauf GmbH Reisebüro & Busreisen|CHARTER_PARTNER|Yes|n.schmidt@thuerauf-reisen.de|(09841)660645|21|45|67|Zweigstelle|Nur von Mai bis Oktober!|60313|Frankfurt am Main|Germany|50.0414701|8.5098431|Zentrale||91438|Bad Windsheim|Germany|49.5239285|10.4408195||||||||||||||
TTT Linienverkehr GmbH i.G.|CHARTER_PARTNER|Yes|service@touring-travel.eu|+4969719126 230|25|16|52|Zentrale|Am Römerhof|60486|Frankfurt am Main|Germany|50.1073842|8.6116952|||||||||||||||||||||
UBBEN-Reisen GmbH|CHARTER_PARTNER|Yes|info@ubben-reisen.de|+49487176900|6|44|78|Zentrale|Kieler Straße|24594|Hohenwestedt|Germany|54.0931231|9.6642113|Depot|Lerchenfeld|24594|Hohenwestedt|Germany|54.0834431|9.6565213||||||||||||||
Udo Diehl Reisen GmbH & Co. KG|EMERGENCY_PARTNER|Yes|heinertrapp@udodiehl.de|+49642392960496423929663|7|18|65|Zentrale|Raiffeisenstraße|35083|Wetter|Germany|50.9067734|8.6902513|Zweigstelle|Eiershäuser Straße|35713|Eschenburg|Germany|50.8071234|8.3460513||||||||||||||
Umbrella|CHARTER_PARTNER|Yes|umbrella-flixbus@umcb.eu|+420725688756|52|16|83|Zentrale|Dolnojircanska|14200|Prag|Czech Republic|50.0537492|14.4577434|||||||||||||||||||||
K.d.e. Reisen Standort Hamburg|NOT_RELEVANT|Yes|info@kde-reisen.de|(040)7692220|7|16|68|Zentrale||21077|Hamburg|Germany|53.42957|9.98221|||||||||||||||||||||
Univers Reisen|CHARTER_PARTNER|Yes|tempelmann@univers-reisen.de|+4922032033222|37|16|81|Depot 2|Emmentaler Str.|13407|Berlin|Germany|52.5702618|13.36045630000001|Zentrale|Ferdinand-Porsche-Straße|51149|Köln|Germany|50.9030534|7.0669313||||||||||||||
URBAN-REISEN Franz Urban GmbH|CHARTER_PARTNER|Yes|mj@urban-reisen.de|0204176260 oder 1636009733|27|45|78|Zentrale||45964|Gladbeck|Germany|51.5664565|6.977373|||||||||||||||||||||
v. d. Meer|NOT_RELEVANT|No|gelegenheitsverkehr@flixbus.de|(0172)537300|0|0|0|Zentrale||2435 WK|Zevenhoven|Netherlands|52.18402|4.7761009|||||||||||||||||||||
Autobusonderneming W. Verhoef B.V.|CHARTER_PARTNER|Yes|info@tcverhoef.nl|+31 172 610420|10|8|89|Zentrale||2411 RK|Bodegraven|Netherlands|52.0705521|4.7638718|||||||||||||||||||||
Verhuven Touristik GmbH|CHARTER_PARTNER|Yes|horst.scharkowski@verhuven.de|02801 775881|4|8|57|Zentrale|Im Niederbruch|46509|Xanten|Germany|51.684163|6.4362535|||||||||||||||||||||
von Rahden|EX_PARTNER|No|info@von-rahden.de|(0049) 4209 91620|0|0|0|Zentrale||28790|Schwanewede|Germany|53.2716059|8.5916089|||||||||||||||||||||
Omnibus Wegis GmbH|CHARTER_PARTNER|No|christian.wegis@wegis-reisen.de|0754495550|25|22|81|Zentrale||88697|Bermatingen/Ahausen|Germany|47.7267054|9.3441045|||||||||||||||||||||
Weiherer GmbH & Co.|CHARTER_PARTNER|Yes|kathrin.stanglmaier@weiherer-reisen.de|(0049)92838670|9|18|83|Zentrale||95111|Rehau|Germany|50.2489066|12.0341676|||||||||||||||||||||
Weihrauch Uhlendorff GmbH|CHARTER_PARTNER|Yes|k.neumann@weihrauch-uhlendorff.de|(055)51975033|10|38|52|Zentrale||37154|Northeim|Germany|51.7153889|10.0046899|||||||||||||||||||||
Elmar Weinzierl Omnibustouristik GmbH|CHARTER_PARTNER|Yes|anfrage@e-weinzierl.de|(0221)936 44 10|10|26|70|Zentrale||50969|Köln|Germany|50.9083415|6.9381955|||||||||||||||||||||
Fritz Wellhöfer GmbH & Co. KG|CHARTER_PARTNER|Yes|friedrich.fw@wellhoefer-reisen.de|+499819714911|5|49|69|Zentrale|Alberndorf|91623|Sachsen bei Ansbach|Germany|49.2853694|10.655315|||||||||||||||||||||
Welter's Reisen GmbH & Co.KG|CHARTER_PARTNER|Yes|info@welter-omnibusse.de|+4926547111|6|44|57|Zentrale|Habsburgring|56727|Mayen|Germany|50.3300076|7.2172418|Depot|In der Acht|56751|Gering|Germany|50.2740072|7.2636026||||||||||||||
Werner Reisen OHG|CHARTER_PARTNER|Yes|info@wernerreisen.de|072461613|52|8|73|Zentrale|Karl-Baumann-Straße|76316|Malsch|Germany|48.88525|8.351605|Ungarn|Söröksari ut|2330|Dunaharszti|Hungary|47.3766821|19.0996576||||||||||||||
Wiedenhoff Reisen|CHARTER_PARTNER|No|info@wiedenhoff-reisen.de|0212 - 81 30 81|30|4|76|Zentrale|Bismarckstraße|51399|Solingen|Germany|51.0912245|6.59|Burscheid|Großbrucherstraße|51399|Burscheid|Germany|51.1089784|7.1431517||||||||||||||
Wollschläger & Partner GmbH|CHARTER_PARTNER|No|agreiner@wollschlaeger-reisen.de|03622903322|27|36|76|Zentrale|Gewerbestraße|99880|Laucha|Germany|50.9225205|10.5495958|||||||||||||||||||||
Busservice Wörlitz Tourist GmbH|EX_PARTNER|No|-bus@woerlitztourist.de-|(030)4284100|20|44|57|Zentrale||13088|Berlin|Germany|52.560399|13.3938054|||||||||||||||||||||
Wricke-Touristik GmbH|CHARTER_PARTNER|Yes|thomas.wricke@wricke-touristik.de|0172-3773904|33|24|78|Zentrale|Ziekoer Landstrasse|06869|Coswig (Anhalt)|Germany|51.927684|12.4547509|||||||||||||||||||||
Omnibus Wunder e.K.|CHARTER_PARTNER|Yes|alfred@omnibus-wunder.de|0927495070|28|8|57|Zentrale|Oberes Tor|96142|Hollfeld|Germany|49.9436005|11.2853135|||||||||||||||||||||
Zimmermann Reisen eK -ZimBus-|CHARTER_PARTNER|Yes|info@zimmermann-reisen.de|0780602762|18|15|78|Zentrale|Flößerstraße|77723|Gengenbach|Germany|48.4043744|8.0337059|||||||||||||||||||||
Burg|CHARTER_PARTNER_CANDIDATE|No|info@burg-tourist.de|03921919224|4|8|53|Zentrale|Magdeburger Ch.|39288|Burg|Germany|52.2684217|11.8482|||||||||||||||||||||
Elb-Saale|EX_PARTNER|No|info@elb-saale-tourist.de|(03928)429075|3|48|48|Zentrale||17349|Schönbeck|Germany|52.021318|11.738087|||||||||||||||||||||
Grenzenlos|NO_GO_PARTNER|Yes|info@grenzenlos-reisen.de|0304300480|6|36|58|Hauptsitz|Gartenfelder Str.|13599|Berlin|Germany|52.5500538|13.246444200000042|||||||||||||||||||||
Bölck|CHARTER_PARTNER_CANDIDATE|No|info@boelck.de|+4946214411|16|15|66|Zentrale|Westring|24850|Schuby|Germany|54.5196531|9.4633213|||||||||||||||||||||
Drenthe Tours B.V|CHARTER_PARTNER|Yes|info@drenthetours.nl|(0031)592 409 905|21|22|85|Zentrale||09403|AP Assen|Netherlands|53.006882|6.5084416|||||||||||||||||||||
Becker|CHARTER_PARTNER_CANDIDATE|No|info@becker-touristik.de|(06821)71279|25|16|78|Zentrale|Hauptstraße|66583|Spiesen-Elversberg|Germany|49.318971|7.0833001|||||||||||||||||||||
Berlin Mobil|NO_GO_PARTNER|No|deinemudda@deinvadder.de|0304221990|22|18|70||||||||||||||||||||||||||||
Brookhuis Busreizen|CHARTER_PARTNER|Yes|info@brookhuisgroep.nl|+31 88 4607050|0|0|0|Zentrale||07575|DB Oldenzaal|Netherlands|52.2853031|6.8498464|||||||||||||||||||||
"Albus Salzkraft GmbH, Wien|EX_PARTNER|Yes|bus@richard.at|+43133100347|70|8|84|Wien|Wildpretstraße|1110|Wien|Austria|48.237466|16.3705301|||||||||||||||||||||"
"Albus Salzkraft GmbH, Zürich|CHARTER_PARTNER|Yes|office@albus-zuerich.ch|+41444924413|12|7|78|Zürich||08048|Zürich|Switzerland|47.384363|8.49269|||||||||||||||||||||"
Fritzsche|CHARTER_PARTNER_CANDIDATE|No|reisen@fritzsche-reisen.de|03724-131377|4|28|49|Zentrale|Chemnitzer Str.|09217|Burgstädt|Germany|50.89885|12.8025092|||||||||||||||||||||
Watzinger Busservice|CHARTER_PARTNER_CANDIDATE|No|info@watzinger.de|+49 (0)89 24248-208|0|0|56|Zentrale|Landsberger Straße|80687|München|Germany|48.15|11.26|||||||||||||||||||||
Vey|CHARTER_PARTNER_CANDIDATE|No|info@vey-reisen.de|(0049610)26058|4|19|61|Zentrale|Schleussnerstraße|63263|Neu-Isenburg|Germany|50.0|8.6|||||||||||||||||||||
Winzenhöler|NO_GO_PARTNER|No|info@winzenhoeler-reisen.de|(01805)768 99 49|6|25|51|Zentrale|Waldstraße|64846|Groß-Zimmern|Germany|49.88|8.81|||||||||||||||||||||
Rathje|CHARTER_PARTNER_CANDIDATE|No|info@rathje-reisen.de|+494892525|7|49|57|Zentrale|Schmiedekamp|25560|Schenefeld|Germany|54.05|9.47|||||||||||||||||||||
BVB|EX_PARTNER|No|info@bvb.net|(004930) / 68 38 91 - 0|50|15|83|Zentrale|||Berlin|Germany|52.46|13.4|||||||||||||||||||||
Omnibusbetrieb Herzum|CHARTER_PARTNER|No|info@herzum.de|00493660223254|11|35|83|Zentrale|||Korbußen|Germany|50.9|12.16|||||||||||||||||||||
Voulaz s.r.l.|CHARTER_PARTNER|Yes|info@voulaz.it|0039022578384|18|8|60|Zentrale|Via Stefanardo da Vimercate|20128|Milano|Italy|45.50636|9.22558|||||||||||||||||||||
Test|NOT_RELEVANT|No|rubenserradas@gmail.com|4711|2|10|47|Zentrale|Friedenstraße|97072|Würzburg|Germany|49.7876834|9.9396813|||||||||||||||||||||
Filthaut & Reusch GmbH|CHARTER_PARTNER_CANDIDATE|No|info@filthaut-reusch-reisen.de|02373 - 61111|1|53|53|Zentrale|Bräukerweg|58708|Menden|Germany|51.4399833|7.7750913|||||||||||||||||||||
Basel Reisen GmbH & Co. KG|CHARTER_PARTNER_CANDIDATE|No|betriebshof@basel-reisen.de|09503-9221-0|20|22|85|Betriebshof|Hauptstraße|96191|Viereth|Germany|49.9222891|10.6873671|||||||||||||||||||||
Rast Reisen GmbH|CHARTER_PARTNER|No|eberhard.sedelmeier@rast-reisen.de|07633 926212|23|18|78|Zentrale|Ährenweg|79258|Hartheim|Germany|47.93928|7.6329413|||||||||||||||||||||
Watzke GesmbH & CO KG Verkehrsbetrieb|CHARTER_PARTNER_CANDIDATE|No|office@watzke-bus.at|+43 316 402 003|6|45|75|Knittelfeld|Wiener Strasse|8720|Knittelfeld|Austria|47.2189122|14.8273021|Zentrale|Puchstraße|8055|Graz|Austria|47.036623|15.4365936||||||||||||||
EUROBUS AG|CHARTER_PARTNER_CANDIDATE|No|zuerich@eurobus.ch|+41564616363|17|14|78|Zentrale Zürich|Pfingstweidstrasse|8037|Zürich|Switzerland|47.388103|8.51647|||||||||||||||||||||
Nordrhein Reise und Bus-Service GmbH|NO_GO_PARTNER|Yes|info@nordrhein-bus.de|+49 211 160133 110|9|16|78|Zentrale||40210|Düsseldorf|Germany|51.2188206|6.7848535|||||||||||||||||||||
Schweizer Bustouristik|CHARTER_PARTNER|No|info@schweizer-bustouristik.de|08861 66233|17|16|60|Zentrale|Zeislerweg|86971|Peiting|Germany|47.78462|10.9254013|||||||||||||||||||||
Reise Kanzlei Fuchs|CHARTER_PARTNER|No|office@reisekanzleifuchs.at|+43 31629 14 97|4|15|58|Zentrale|Feldkirchnerstrasse|8055|Seiersberg|Austria|47.0124159|15.4307801|||||||||||||||||||||
Reisebüro Schöfmann & Tölzer Autoreisen GmbH & Co.KG|EX_PARTNER|No|info@reisebuero-schoefmann.de|080413605|6|38|57|Zentrale|Ludwigstraße|83646|Bad Tölz|Germany|47.7595379|11.5473374|||||||||||||||||||||
Omnibus Beck GmbH|EX_PARTNER|No|info@omnibus-beck.com|07466927070|0|0|0|Zentrale|Im Eschle|78580|Bärenthal|Germany|48.0691481|8.9244689|||||||||||||||||||||
Kupers Reizen (NL)|CHARTER_PARTNER|Yes|info@kupers.nu|+31 495 456600|0|0|78|Zentrale|Kelvinstraat|6003|DH Weert|Netherlands|51.2677749|5.7190241|||||||||||||||||||||
Kelder Reisen GmbH|CHARTER_PARTNER|No|info@kelder.de|0571934100|10|17|57|Zentrale|Hünenbrink|32423|Minden|Germany|52.2928137|8.9647534|Bückenburg|Rottweg|31675|Bückeburg|Germany|52.2943133|8.9884613||||||||||||||
HPC-Reisen GmbH|CHARTER_PARTNER|No|info@hpc-reisen.com|+49 (0)241 - 2 21 83|5|15|84|Zentrale|Hansemannplatz|52062|Aachen|Germany|50.7781288|6.0906784|||||||||||||||||||||
BINDER REISEN GMBH|CHARTER_PARTNER_CANDIDATE|No|p.binder@binder-reisen.de|+497111396543|30|7|79|Zentrale|Bergheimer Str.|70499|Stuttgart|Germany|48.81493|9.1052213|||||||||||||||||||||
rebus Regionalbus Rostock GmbH|CHARTER_PARTNER_CANDIDATE|No|buseinsatz-dbr@rebus.de|03820348810|55|22|55|Zentrale|Buchenweg|18209|Bad Doberan|Germany|54.10133|11.9298813|||||||||||||||||||||
Lüftner Reisen|CHARTER_PARTNER_CANDIDATE|No|reisebuero@lueftner.at|0043 512 24555 36|9|14|79|Wörgl|Sepp Gangl-Straße|6300|Wörgl|Austria|47.4837022|12.0667114|Rum (Innsbruck)|Steinbockallee|6063|Rum|Austria|47.2725628|11.4533885||||||||||||||
Christophorus Reisen - Franz Kröll (e.U.)|CHARTER_PARTNER_CANDIDATE|No|gruppe@christophorus.at|+43 5285 606 - 620|10|38|80|Zentrale|Eckartau|6290|Mayrhofen|Austria|47.1907044|11.86634|||||||||||||||||||||
Busbetrieb Dietmar Werner|EX_PARTNER|No|post@bus-werner.de|+493760264120|3|47|52|Zentrale|Dorfstraße|08107|Kirchberg|Germany|50.61189|12.4837313|||||||||||||||||||||
Neubauer Reisen GmbH & COKG|CHARTER_PARTNER_CANDIDATE|No|office@neubauer.at|072307221|8|39|60|Altenberg|Reichenauerstraße|A-4203|Altenberg|Austria|48.376447|14.342594|||||||||||||||||||||
Bacher Touristik GmbH.|CHARTER_PARTNER|No|office@bacher-reisen.at|00434246307214|35|8|82|Zentrale|Völkermarkterstraße|9020|Klagenfurt am Wörthersee|Austria|46.6294727|14.2920885|Radenthein|Millstätterstraße|9545|Radenthein|Austria|46.7980481|13.6868606|Wolfsberg in Kärnten|Lagerstraße|9400|Wolfsberg in Kärnten|Austria|46.8569328|14.80555|||||||
Meidl Reisen GesmbH|CHARTER_PARTNER_CANDIDATE|No|hschuster@meidlreisen.at|004327452277|7|29|60|Zentrale|Getzersdorf|3143|Pyhra|Austria|48.1603842|15.668084200000067|||||||||||||||||||||
Zwetti Bus & Taxi|CHARTER_PARTNER_CANDIDATE|No|zwetti@aon.at|+43 676 3622 600|10|8|50|Bad Aussee|Waldbühelstraße|A-8990|Bad Aussee|Austria|47.603963|13.782795|||||||||||||||||||||
Berr Reisen GmbH|CHARTER_PARTNER_CANDIDATE|No|bus@berr-reisen.de|08062-906740|30|8|78|Bruckmühl|Herrmann-Oberth-Str.|83052|Bruckmühl|Germany|47.8794736|11.9303613|||||||||||||||||||||
EUROBUS welti-furrer AG|CHARTER_PARTNER_CANDIDATE|No|zuerich@eurobus.ch|+41 (0)44 444 14 44|20|12|78|Bassersdorf|Grindelstrasse|CH-8303|Bassersdorf|Switzerland|47.4464188|8.6056348|||||||||||||||||||||
K. Dysli AG - Reisen und Transporte|CHARTER_PARTNER|Yes|roland.dysli@dysli-bern.ch|0041 31/ 991 55 44|15|20|70|Zentrale|Looslistrasse|3027|Bern|Switzerland|46.948035|7.3984251|||||||||||||||||||||
Busmiete.ch AG|CHARTER_PARTNER_CANDIDATE|No|a.christemov@busmiete.ch|0041315377071|35|9|80|Bern BE|Wankdorffeldstrasse|3014|Bern|Switzerland|46.9661242|7.4594907|Münchenstein|Eschenstraße|4142|Münchenstein|Switzerland|47.5196127|7.6027455|Regensdorf ZH|Althardstrasse|8105|Regensdorf ZH|Switzerland|47.4364049|8.4725579|||||||
Heggli AG|CHARTER_PARTNER_CANDIDATE|No|car@heggli.com|0041413183131|15|6|73|Kriens|Sternmatt|6010|Kriens|Switzerland|47.027251|8.2963351|||||||||||||||||||||
Ebner Reisen Ges.m.b.H.|CHARTER_PARTNER_CANDIDATE|No|office@ebner-reisen.at|+43 42 44 23 91 60|67|8|82|Gmünd|Treffenboden|A-9853|Gmünd|Austria|46.9284239|13.5374084|Klagenfurt|Völkermarkter Straße|A- 9020|Klagenfurt|Austria|46.6246501|14.3276903|Althofen|Eisenstraße|A-9330|Althofen|Austria|46.8624778|14.4691523|Villach-Heiligengeist|Auf der Tratten|A-9500|Villach-Heiligengeist|Austria|46.6188336|13.7482167
Busbetrieb Josef Ettenhuber GmbH|CHARTER_PARTNER_CANDIDATE|No|langer@ettenhuber.de|08093 9096-34|14|20|63|Zentrale|Am Hochrain|85625|Glonn-Schlacht|Germany|48.003699|11.842317|||||||||||||||||||||
PEREGO AUTOSERVIZI|CHARTER_PARTNER|Yes|autoserviziperego@tin.it|+393489017185|27|19|57|Sesto San Giovanni|via Daniele Mannin|20099|Sesto San Giovanni|Italy|45.520695|9.256569|||||||||||||||||||||
SEAG|CHARTER_PARTNER|Yes|enrica.dellacroce@buscompany.it|+39 011.9800000|14|16|63|Villafranca Piemonte (TO)|Via Vigone|10068|Villafranca Piemonte (TO)|Italy|44.787531|7.5052299|||||||||||||||||||||
LINEA AZZURRA|CHARTER_PARTNER|Yes|ope@lineaazzurrabus.it|+39 0116407582|22|16|53|Linea Azzurra S.r.l.|Via Lurisia|10024|Moncalieri (To)|Italy|45.2|7.6697|||||||||||||||||||||
GIOTTO|CHARTER_PARTNER|Yes|info@giottobus.it|+39 055 844321|25|19|56|Vicchio di Mugello (FI)|Via Brodolini|50039|Vicchio di Mugello (FI)|Italy|43.9772789|11.2827213|||||||||||||||||||||
NUOVA TESEI|CHARTER_PARTNER|Yes|info@tesei.it|+39 06/9200000|16|19|56|Aprilia (LT)|Via Nettunense|04011|Aprilia (LT)|Italy|41.6032363|12.6476958|||||||||||||||||||||
S.I.T. – Società Italiana Trasporti srl|CHARTER_PARTNER|Yes|monica.germani@sitbus.com|06/5916826|27|16|76|Roma (RM)|Via Ostiense|00144|Rom|Italy|41.8420717|12.4644971|||||||||||||||||||||
Weiss Autobusunternehmung GmbH|CHARTER_PARTNER|No|office@weiss-busreisen.at|0043 3183 8444|40|8|81|St. Georgen||8413|St. Georgen|Austria|46.878058|15.5770405|Graz||8010|Graz|Austria|47.0838538|15.4583882||||||||||||||
SCHNEIDER|EX_PARTNER|No|info@busreisen-schneider.ch|+41344450044|3|16|46|Kirchberg BE|Hauptstrasse|CH-3422|Kirchberg|Switzerland|47.085129|7.5824988|||||||||||||||||||||
BUCHER TRAVEL INC.|CHARTER_PARTNER_CANDIDATE|No|bus@buchertravel.ch|0041414185533|13|3|78|Dierikon|Pilatusstrasse|CH-6036|Dierikon|Switzerland|47.0937259|8.36147|||||||||||||||||||||
WM Reisedienst|CHARTER_PARTNER|No|info@wm-reisedienst.de|0385 760 99 90|32|4|46|WM Reisedienst Taxi-Mietomnibus-Shuttle GmbH & Co.KG|Drosselstraße|19057|Schwerin - Neumühle|Germany|53.6353898|11.3674203|||||||||||||||||||||
FlixBus Büro Paris für Anfragen mit Frankreich|CHARTER_PARTNER|Yes|location@flixbus.fr|+33 6 59 42 75 78|0|0|0||||||||||||||||||||||||||||
Sachsen IdealTours GmbH|CHARTER_PARTNER|No|anja.schmalfuss@ideal-tours.de|+49 (0)351 4998619|18|46|78|Depot|Tharandter Str.|01159|Dresden|Germany|51.039|13.7025713|||||||||||||||||||||
HEROLÉ Bustouristik GmbH|CHARTER_PARTNER_CANDIDATE|No|joern.hansen@herole.de|+4935132046113|18|30|61|Berlin|Kinzerallee|12555|Berlin|Germany|52.4545842|13.576183799999967|Hamburg|Dratelnstr.|22222|Hamburg|Germany|53.5006755|10.001797200000055|Dresden|Pirnaer Landstr.|01257|Dresden|Germany|50.9997318|13.8212278|||||||
Philipp Schädler Anstalt|CHARTER_PARTNER_CANDIDATE|No|phschanstalt@adon.li|00423 26 83156|9|7|51|Triesenberg|Täscherlochstrasse|9497|Triesenberg|Switzerland|47.1140388|9.5413003|||||||||||||||||||||
City Tours GmbH|EMERGENCY_PARTNER|No|info@citytours-germany.com|+491728344164|0|0|0|Unbekant|Unbekannt|--|-|Germany|45.543307|-5.2376527|||||||||||||||||||||
Albert Rapp Autoverkehr|CHARTER_PARTNER|No|info@stuttgart-busvermietung.de|+4971154091613|26|8|78|Stuttgart|Landhausstr.|70190|Stuttgart|Germany|48.7841|9.1893913|Königsfeld|Dörfle|78126|Königsfeld / Buchenberg|Germany|48.1601228|8.3773315||||||||||||||
Sack Gmbh|CHARTER_PARTNER|No|reisedienst-sack@busnetz.info|06175403|45|8|63|friedrichsdorf|Otto-Hahn-Straße|61381|Friedrichsdorf|Germany|50.28036|8.6547413|||||||||||||||||||||
Omnibusreisen Werner Schneider KG|CHARTER_PARTNER_CANDIDATE|No|info@omnibus-schneider.de|06268 95100|2|44|49|Betriebshof|Seeäcker|74928|Kälbertshausen|Germany|49.3203|9.0677413|||||||||||||||||||||
Rau Touristik GmbH|CHARTER_PARTNER|No|info@rautouristik.de|06231 9425-0 (-10 oder -11 für Charter)|12|8|60|Betriebshof|Industriestr.|67125|Dannstadt|Germany|49.43131|8.32145|||||||||||||||||||||
Fromm Reisen OHG|CHARTER_PARTNER_CANDIDATE|No|aa@fromm-reisen.de|07306/33999|13|24|78|Vöhringen|Silcherstraße|89269|Vöhringen|Germany|48.2794696|10.0759308|||||||||||||||||||||
Götz e.K.|CHARTER_PARTNER_CANDIDATE|No|info@bus-goetz.de|07132 93333|4|15|39|Neckarsulm|Im Klauenfuss|74172|Neckarsulm|Germany|49.18054|9.2202813|||||||||||||||||||||
Schlienz-Tours GmbH & Co.KG|CHARTER_PARTNER|No|gruppen@s.tours|0711396380|16|15|80|Betriebshof|Willy-Rüsch-Straße|71394|Kernen im Remstal|Germany|48.814009|9.313803|||||||||||||||||||||
Baumann Fernbus GmbH|EMERGENCY_PARTNER|Yes|oliver.anders@baumannbus.de|089784067|13|48|78|Baumann Bus GmbH|Barmseestraße 7|81477|München|Germany|48.09159|11.5037013|||||||||||||||||||||
Antoni Voyages|CHARTER_PARTNER|Yes|h.hahn@antoni-voyages.com|+33 (0) 3 88 05 47 47|45|15|63|Haguenau||67500|Haguenau|France|48.8120413|7.785741|||||||||||||||||||||
Busunternehmen Becker DUPLIKAT!!|CHARTER_PARTNER|Yes|gelegenheitsverkehr@flixbus.de||0|0|0||||||||||||||||||||||||||||
Becker-Reisen|CHARTER_PARTNER|Yes|kontakte@busunternehmen-becker.de|0363729700|15|8|78|Depot|Am Badeborn|99610|Vogelsberg|Germany|51.13026|11.2506613|||||||||||||||||||||
Chèze et fils Voyages|CHARTER_PARTNER|Yes|sylvain@voyagescheze.fr|+33 5 55 21 26 54|12|49|61|Brive la Gaillarde|||Brive la Gaillarde|France|45.3153916|1.8334997|||||||||||||||||||||
Voyages Jaccon|CHARTER_PARTNER|Yes|voyage.jaccon@wanadoo.fr|+33 (0) 4 71 59 81 78|26|34|69|Saint-Etienne|||Saint-Etienne|France|45.4241649|4.3856356|Le Puy en Velay|||Le Puy en Velay|France|45.0284087|3.8620796|Tence|||Tence|France|45.108459|4.297455|||||||
Voyages Gounon / Aurec sur Loire|CHARTER_PARTNER|Yes|contact@voyages-gounon.fr|+33 (0) 4 71 75 65 95|0|9|75|Aurec-sur-Loire|||Aurec-sur-Loire|France|45.3668528|4.1859199|||||||||||||||||||||
habo-Reisen|CHARTER_PARTNER_CANDIDATE|No|info@habo-reisen.de|0 92 03/ 6 80 80|6|44|79|Depot|Weikenreuther Str.|95500|Heinersreuth|Germany|49.9777172|11.5159199|||||||||||||||||||||
RST Main Group / Lille|CHARTER_PARTNER|Yes|sarah@rsttravel.be|+32 (0) 71377839|8|30|78|Lille||||France|50.6311167|3.012141|||||||||||||||||||||
Autocars Bertolami|CHARTER_PARTNER|Yes|autocars@bertolami.fr|+33 (0) 475452188|15|30|65|Lyon||||France|45.7580539|4.7650809|Valence||||France|44.9233465|4.8813645|St Donat sur l'Herbasse||||France|45.1311762|4.9507299|||||||
Transports Jardel / Toulouse|CHARTER_PARTNER|Yes|contact@transports-jardel.com|+33561590827|16|38|65|Toulouse||||France|43.6008029|1.3628009|||||||||||||||||||||
Ortet / Lourdes|CHARTER_PARTNER|Yes|contact@autocars-ortet.com|+33 (0) 5 61 90 53 03|13|19|61|Lourdes||||France|43.1090673|-0.1155605|||||||||||||||||||||
Azur Pullman Voyages|CHARTER_PARTNER|Yes|exploitation@azurpullmanvoyages.com|+33 (0) 4 93 08 72 38|16|15|57|Nice||||France|43.7032932|7.182777|||||||||||||||||||||
Clamart Cars|CHARTER_PARTNER|Yes|contact@clamartcars.fr|+33 (0) 9 70 35 19 94|39|16|57|Clamart Cars||||France|48.85894|2.277516|||||||||||||||||||||
Voyages Gineste|CHARTER_PARTNER|Yes|gineste-voyages@orange.fr|+330475391010|6|22|67|Avignon||||France|43.9416592|4.7632124|Montélimar||||France|44.5545893|4.7103979||||||||||||||
Les cars Fraizy / Fontainebleau|CHARTER_PARTNER|Yes|cars.fraizy@fraizy.com|+33 (0) 2 38 06 11 80|17|36|63|Fontainebleau||||France|48.4236722|2.6116905|||||||||||||||||||||
SEJ92|NO_GO_PARTNER|Yes|contact@sej92.com|+330141112292|3|7|53|Nanterre||||France|48.8971711|2.1670006|||||||||||||||||||||
Voyages Joubert|CHARTER_PARTNER|Yes|voyages.joubert423@orange.fr|+33 (0) 2 54 22 56 60|8|49|57|Châteauroux||||France|46.8023389|1.6552725|||||||||||||||||||||
VAG 2000|CHARTER_PARTNER|Yes|fleuryvag2000@aol.com|+33608502744|10|8|63|Morigny-Champigny|Rue des Rochettes|91150|Morigny Champigny|France|48.4383931|2.132459|||||||||||||||||||||
Alizé Voyages|CHARTER_PARTNER|Yes|info@alize-voyages.com|+33 (0)2 31 72 10 97|9|18|64|Cagny||||France|49.1534287|-0.2797676|||||||||||||||||||||
Cars Périer / Lillebonne|CHARTER_PARTNER|Yes|celine.caumont@cars-perier.fr|+33 2 32 84 12 60|130|2|80|Lillebonne||||France|49.5056865|0.5045133|||||||||||||||||||||
Autocars TESTE|CHARTER_PARTNER|Yes|info@autocars-teste.com|+33 (0) 5 34 66 62 22|100|9|75|Villefranche Lauragais||||France|43.4064999|1.7009894|||||||||||||||||||||
