Partner Name;Augsburg;Bad Soden-Salmünster;Bamberg;Bayreuth;Berlin;Bielefeld;Braunschweig;Bremen;Darmstadt;Deggendorf;Dortmund;Dresden;Duisburg;Düsseldorf;Erfurt;Hamburg;Heidenheim;Kassel;Mannheim;Memmingen;Nürnberg;Regensburg;Stuttgart;Villingen-Schwenningen
Becker 1;299.3633709307486;196.3075501210419;282.2486412345139;331.8650286430974;568.1453053501878;316.67127781993855;407.61964466789084;434.9452652172715;129.0002368945297;432.7713519363474;245.69739788122908;512.5557922460152;236.50227159331578;213.18622031160947;336.9290965458147;512.5098369769553;235.68017091625626;279.3492764956177;102.21814858873402;272.0851277534531;290.3342007501231;367.09692757123133;164.62972743624766;174.04697442495103
Brookhuis Busreizen 1;522.4171566049704;284.024153691009;388.3279165587547;421.1162597052705;445.65412725243135;119.70910604932948;250.8571788358249;158.93182441837246;296.5737274170423;578.4670822515973;95.68130340768906;495.7956051781784;94.81303514570048;118.03671555642141;323.79157956716995;254.3970911411933;464.7420269796645;211.23972167967818;331.1596872445649;534.030701977168;433.1860052549187;519.0816516485454;423.585364164995;484.06588858368065
Fritzsche 1;313.38068196134475;252.57282044435868;176.24631478908154;137.49455222218143;184.5463245173872;320.95828455815007;219.03707982115034;365.96998138553613;316.4825983155881;230.0238642808009;379.1357288790895;67.81411954584611;426.7384984636074;423.89828020369174;124.9856381888984;351.652650717746;312.1866410046504;237.37490453086326;346.9167160670153;375.48278308196853;202.52429706309033;215.0650112666129;351.387930588404;443.5999272165952
Watzinger Busservice 1;36.06775121144266;273.9790207088012;195.70660297021115;200.70545602263994;508.8066226941544;471.4062112817612;460.60123711059197;574.7069781408596;270.39342215296705;146.967717638738;463.06036801380924;368.83492143627456;488.184995440559;470.6570774314373;314.95355888646407;607.2465158164364;100.73305747035278;374.1230858972015;253.45443118646457;82.4131375741332;145.6179673814269;114.74769426082256;168.94459651890148;206.1586878217405
Vey 1;247.10799053976186;63.281123797042284;164.62166721796729;213.59629240964586;435.92170868332806;223.74524076645042;285.6335974692442;342.5123822337838;14.620124991585337;342.0048586821592;186.50410429269806;382.50363980424123;205.8427190555051;187.7215945966565;203.79232092818873;406.65757753124257;185.44907319837003;158.2523074157828;57.57057636749743;252.01489239014634;188.6506364765087;275.73597410587234;142.23256589531235;215.5217870313415
Winzenhöler 1;227.05639430083605;59.91968098803724;149.30892291905045;198.80802966950077;434.01284747272024;237.80703188149005;291.1730783849898;355.55847205491995;11.444351218027693;323.2638097382089;205.1165484893186;373.2133299856734;225.6920906646573;207.76237995318223;199.4022496664014;416.56107999632866;165.69105778754235;165.81642752451864;49.97316556796321;233.27870438047194;170.39194939814928;256.8423840037971;125.42737597491003;203.35148734527877
Rathje 1;640.0653959991671;419.5246460613689;472.69323972505134;479.29993558166586;312.0574971682258;235.3277674181155;210.91955243777977;116.97964535182051;468.17176882856614;628.9314620330485;312.90049399273363;441.7881549404353;343.72892540059075;363.32552508976624;357.8453224777824;65.69040282394022;599.6810220548963;305.0169201129684;512.0893481921519;676.3593742530771;523.2465560605962;588.5196562121906;586.8373656161399;669.5022768522149
BVB 1;488.71791907469304;370.7864870834156;335.2830696979386;307.6702181088312;6.391781062584074;335.63606815724916;197.03187446135243;317.425055745108;439.35805241353114;404.6186165953016;420.92789537152737;158.68189876196195;470.424979460616;476.514276576357;232.4631084140837;258.4123002914498;479.4996129169062;298.9270123746606;478.5762810925149;547.8926015570221;372.0713560436976;393.5996435186511;506.6785716675687;600.9733808891331
Omnibusbetrieb Herzum 1;296.10184589732233;209.21321896267244;144.0122753290454;114.27840314082145;198.95096290550785;280.23753425405664;189.3834037375074;334.0881772443814;274.42487570740104;236.98381298080136;335.066596558042;112.07806280637493;382.30065160881037;379.0583958002661;79.98513843193795;329.72394219905505;286.39305671354134;193.38326148248163;306.77183553046495;354.32419985883706;178.47810787655587;209.20913297276198;318.7492116782618;412.3099754724125
Voulaz s.r.l. 1;342.5432527631399;530.9024997437964;503.35627323629905;523.7639369538294;836.6729449077556;725.07479842663;757.4851536115581;842.3845513164351;487.3835596003833;465.7663102955893;680.5625109142842;701.1602444743785;683.9071859407699;661.228883564003;622.9103775027996;896.392102063456;359.4179423853543;645.5109447935087;446.52175450555524;285.2383238074765;460.5030253414661;446.90329640547725;363.78625383790353;289.6685146526251
Test 1;172.85048268973196;68.29482398511787;69.18003898556118;118.92129645446306;387.7720392218672;266.1670661687321;278.5306355669558;374.1954233426868;93.18587142910197;244.0358774726864;259.8016387314689;304.2099195930662;290.21000533075346;275.5262120920587;153.3758702074271;418.6581268118399;124.52222099749119;172.38946877955033;111.40281224519613;201.05734871261697;90.19628047233645;178.38717928202863;125.11091773510817;219.05478337535962
Filthaut & Reusch GmbH 1;408.8096683279345;171.05856119867366;279.3355993027134;315.9923073308472;403.79116473610605;82.66974843829303;210.49412309620814;195.18379828952422;185.0156192391507;470.52830403210584;23.054840923893316;418.531002585306;70.61691760308346;73.58854144021117;233.0913813684908;279.24385303019073;351.32196261535455;119.34677296803822;222.4510803921004;421.40534614760617;322.158495152292;409.2761648985901;312.6227590457053;379.12874672110917
Basel Reisen GmbH & Co. KG 1;173.6749808346954;102.28334117225118;14.756828115055349;63.86253186759912;344.8426882915765;276.9619773977184;260.76218862990714;374.3267922745384;146.39532894786248;204.80576222593257;288.29514840986553;250.16383107051078;324.575271014167;312.62777962437207;119.88915806295392;406.4377486391828;143.87127171375082;176.46933639672966;167.2104115487852;218.41284275695205;59.21097907366406;143.26638505373833;167.85594258936422;261.6868941852307
Rast Reisen GmbH 1;247.5724459803761;289.5773198701373;322.58424533353735;364.7364633081349;653.766434002848;457.5263838926852;523.5536930416683;577.3996780836226;227.602550648184;406.94095110648675;397.80240936280103;561.17152448222;393.87083120989115;370.6908517136999;418.0054846452541;646.0800187834257;204.11553708948847;397.7163489864849;183.0036184361873;190.37400288829463;304.3519503784842;351.1827296104172;147.81717294784897;65.76019531598396
Watzke GesmbH & CO KG Verkehrsbetrieb 1;320.7746332878355;525.9904586787343;415.80080960899835;386.2901684085576;598.2625441937206;699.7893957630215;640.841262030056;780.1388150795714;542.9042556307089;227.0967681456846;716.4039301026605;433.3270178029369;750.1212088189446;735.8449977017534;501.54457603071114;783.0523164504735;384.880730436176;598.5095913212947;534.480576738916;359.5782554156911;372.82145427139193;285.2610868393433;455.5781317269343;484.8723492704373
EUROBUS AG 1;208.78008183717543;327.66464905926387;328.75639939482494;362.567208877986;668.7657537811576;514.1625956729962;561.1956677416772;633.0022988929051;276.4800893586918;367.90746430492476;465.17383796367835;556.9524836141047;467.75744465781605;445.09947670366773;439.1633866334536;693.483760693999;188.20886038890876;441.60111313564573;233.71140129625655;141.60302188423955;297.7771140723905;322.06271415375056;162.30573928507837;75.0868109736879
Nordrhein Reise und Bus-Service GmbH 1;433.8780892804667;210.22205402790638;325.96525213955937;367.7736501390105;477.063781489667;150.19354599889962;283.2815341324235;248.69152679340633;199.7862595210392;515.8205655244391;57.66824251082479;486.87987327391653;24.115348407473732;0.9444685577469548;298.4453251780837;339.4154639620488;371.9183951982493;188.11652674628334;226.55797731448288;435.20650986975465;363.1361530163528;451.7204490535127;321.16060714673654;372.03084095016004
Schweizer Bustouristik 1;64.76467032015283;299.9042309024637;234.44571851444877;244.6989090583822;554.9730052325937;500.2488643895209;499.0606706282103;607.4444459159231;285.9878689870052;190.83671280330475;484.1327013082077;416.4460923331473;505.27849378025684;486.40802740734296;355.2150035814109;644.6968115537195;114.60426630710376;405.747710541624;262.21290513872714;60.017307930826505;185.96214160221942;162.44065694365042;170.2651623954536;184.28167845728552
Reise Kanzlei Fuchs 1;371.9895238165028;575.4234125568408;464.0781797375182;432.7657573475395;629.6039823434422;746.3480412705621;682.8018916779349;823.8338898582426;593.5835211665434;273.8954676617918;765.2569159767314;465.66197533740046;799.6596758617062;785.6859026825113;545.9008590091556;823.2511096340492;436.1106677695866;645.291175420908;585.5895891579886;409.98964186505737;422.12892478724876;334.07190823304194;506.78164010563836;534.9296951865254
Reisebüro Schöfmann & Tölzer Autoreisen GmbH & Co.KG 1;83.0454438698293;322.35119709703207;242.1107068406097;242.7940990485598;545.2650531181725;519.7733269524716;506.34051732654694;622.4883962268829;316.91678250192984;158.97669403402338;511.0345547660985;398.891949303897;535.4037316613657;517.5275983200162;359.8984185173788;653.3542503747981;145.38782444827643;422.23467244678113;297.56532894849704;105.26465016783963;191.57449584460198;145.91201805438075;209.0824025425226;230.67177399334352
Omnibus Beck GmbH 1;150.38827298543768;248.03499942537738;248.52639723162946;284.6677281176659;587.9533031852957;439.2960936790616;480.3823644906973;557.0036451585197;201.57495420774924;310.47945667989376;397.30078640258546;480.593901839612;405.52438034233245;383.75450615273434;357.54197889759746;614.4326446433706;113.34705324564801;362.53869352669614;161.49496269578765;94.18756679531083;220.80851532519512;256.9921190326188;81.10901413640381;32.04555968119331
Kupers Reizen (NL) 1;492.80340383207425;279.9756570039687;396.64755141303107;439.9175709247921;545.7047298761554;212.10914394504965;349.7467797179319;291.6886864653025;259.2557475127803;584.806363329545;124.60079210199002;561.2493877551888;74.83885393851585;73.97488999699418;373.0594270082575;386.41106189053113;429.07695254651424;262.1250027262771;278.05952457526433;486.75162043681695;431.2306976530137;519.7645687097571;371.6417935455111;408.80421354258874
Kelder Reisen GmbH 1;457.8625917984589;225.69355330566725;299.0461220603753;319.00429816177945;302.07382885283164;42.73045654383065;106.55304299308857;87.78238266978441;270.1233235750894;477.6609407661188;134.73704676914016;357.9462333062462;179.39092350638165;192.17511203575287;204.4994722950788;156.32437143793038;410.9717937862359;115.00686525941495;313.804203333886;486.7806302718652;349.03772633885796;426.1256297712066;391.23280017653445;471.65618515570117
HPC-Reisen GmbH 1;439.0112506340367;239.03645861095214;355.36619319529837;401.1529566477443;540.6320939197105;218.82249924758048;349.29812657675313;316.61756464140166;208.28080522957657;539.5877103957544;126.32432592150376;538.4316958297645;86.80258538765565;69.2252422719265;348.1922269358722;408.2040327890411;374.6184180586344;244.6503423655898;222.2718481679409;429.5211483972611;385.77827963316247;473.63832007156583;314.5554612126417;348.64876292559813
BINDER REISEN GMBH 1;141.37257105319762;164.09135610284807;176.44453291786317;218.91232152293622;511.0030396145415;357.76027725373916;396.6373486154539;474.4731723349849;122.18793580781234;283.18039622032745;322.2813246867492;415.0883581197321;336.21619085245453;315.7823955989819;277.41854585239923;530.5177298734989;78.56782827733974;278.6867587286232;88.29195495011224;121.77367465259177;160.491779828811;220.47452432762725;6.8302832407767635;95.01215927720379
rebus Regionalbus Rostock GmbH 1;642.0139408806317;459.72247699361;473.71091477733535;463.3532038766737;201.3503888697947;325.1326270127203;224.99625902537102;236.16579388608062;521.4949173050661;590.4542696212466;416.418894982253;361.03762046301046;457.8600074065049;473.06499863787474;352.90755850786263;141.05932446927787;616.0046140696536;352.167460768619;565.8327972825149;691.1447630027546;520.4166835778207;565.5137393769947;622.1822118946445;713.3436030971144
Lüftner Reisen 1;131.37756184136944;368.48322166988913;281.59217030378676;275.82242110022503;567.7936106435465;563.8520712267308;543.083699807031;663.8297751022508;365.7766136194754;164.18760166487826;558.3729484970816;414.7599571104862;583.7760752038245;566.1903076836634;395.86688807110784;690.4913458069315;194.7493609234678;465.067874652331;347.13360915327615;152.07105066498525;230.9700110363871;170.79234604631296;258.61697048098824;275.3532457923615
Christophorus Reisen - Franz Kröll (e.U.) 1;149.52514085280126;389.4873727696382;309.0226689195149;306.7747777906732;602.421991315118;587.3771400738445;572.4668274136486;690.0172338220078;381.1551929829842;200.10130786140667;577.2189700748693;450.312153983849;600.2711873115254;581.8650760217604;425.5807228802124;719.6963684323131;209.0174463319522;489.8870194743193;358.87688800684555;154.58104477928373;258.3656485767108;204.07882716101346;267.13679480369603;271.33210145866894
Busbetrieb Dietmar Werner 1;274.8224083631592;224.1786327056158;139.1301093053451;98.61117609071299;221.05706097737473;315.8607416894189;228.7404701581561;373.20905763321474;285.44984353600495;200.79845331111073;365.76260666995483;100.88699371252928;411.81031794313435;407.0004448482531;110.36515696403244;368.5610704254345;273.2127944375072;225.0569590599732;313.5269723748741;336.5307599601968;163.53209469940094;179.27812193770595;313.6296515421171;405.34346335396566
Neubauer Reisen GmbH & COKG 1;255.13162316229594;418.745527518909;303.26760286468965;266.5230870078975;465.53258946987154;578.5082060612895;510.6262216011006;652.3172907754416;447.35719484346646;113.78480827848513;604.1436189018311;300.46354536388463;641.7506790605335;629.718649038195;375.30924280302384;651.1231747287037;311.21705236026816;478.25759387150873;447.796544654484;312.42381240120426;267.6184045850706;180.06894571212877;383.4786907704521;435.83790243594166
Bacher Touristik GmbH. 1;320.3878151425243;545.0351944778163;442.1137442511714;419.87382342434347;658.0548878611135;729.5818522467471;683.3697144818605;817.77230696502;552.4872493597896;264.55963658122647;736.8846464823197;493.192013409052;766.724886496839;750.6601200031755;539.5848238347434;828.4257824135378;385.27083666466353;628.3024719293504;537.9366478314787;345.4759473851362;394.9994996362779;312.4148599553103;451.8368838160774;466.03415595148863
Meidl Reisen GesmbH 1;354.78572594125393;515.5684442859181;399.0656804142774;358.73157320229234;510.9883103978819;665.509806816731;585.4482328301867;730.6166467561061;547.1977862824988;213.51951163666007;697.4901212664828;350.25624153387434;736.855794351731;725.8208734566382;458.97290674341974;719.765404212049;412.15513585190007;567.0178070927805;548.7695235678083;409.2375683145583;366.52984519672935;280.1622666050012;484.5103788230228;534.082137982961
Zwetti Bus & Taxi 1;231.3754984411465;439.24256764577825;331.7742579548048;306.4745021882871;547.2068994085352;618.2279242083602;568.4971433665155;703.8308688594835;453.8520994547703;149.68724218692597;630.4846953493324;383.1935535491477;662.9315440578317;648.1323876214196;425.28331244459014;713.4105413098684;295.26973629352403;516.8040799057543;444.8224715300097;273.1325493673092;286.7517522327861;200.99524104609014;366.211049636042;399.1003232954608
Berr Reisen GmbH 1;93.99486348030672;325.9251147432113;236.57693611403081;230.91182639565605;526.225137993055;519.8171713166993;497.9309847530767;618.9337113577882;327.0448132574974;130.75066059645704;516.7145756834335;376.0836389273258;543.5903839460814;526.605534929184;350.73400161907284;645.3312041854635;158.94178099788036;420.6217367788321;311.5315472227537;131.23202171126962;186.00928572652168;127.37486905061233;227.10033028942718;257.3286919654689
EUROBUS welti-furrer AG 1;199.63856920358361;320.0861272504862;319.73176869585274;353.3346785417547;659.805734221368;507.69751645148796;553.2821800323993;626.3445688104563;269.8392175752044;358.95495803178244;459.8864419222438;547.643729565496;463.3256009805671;440.7738738888581;430.5347416664486;686.1304291826289;178.92267888488487;434.2057151861138;227.429803172163;132.61406518531703;288.5147041767703;312.8212611096436;154.16209898501174;69.08888636553316
K. Dysli AG - Reisen und Transporte 1;306.5765641279484;398.0125519479642;416.93188480392394;454.1987691648642;754.5266827494675;569.1172379803339;632.8174515695441;688.9896826206196;338.1775880011536;465.72928906077476;507.8483899518956;650.1166852606386;501.17290004023573;477.8522547102439;520.9067162874628;757.3520701472038;281.9312507313812;508.0948807518991;293.54681622882754;239.4664266280583;390.3224963288603;419.51955125712396;243.27326726586193;148.97188540423954
Busmiete.ch AG 1;301.5730815706575;394.50434309473593;412.53646548095736;449.62388931239656;750.3309319808092;566.4988254341395;629.364178062827;686.3715350985451;335.02269313248246;460.6872539864973;505.8143083689789;645.4738449335807;499.6035126174136;476.2951253979557;516.8851579170827;754.3428004978659;277.1954173816655;504.8543184068772;290.40591064205313;234.4345139561075;385.682553027506;414.55979231652157;239.09215841835285;144.76671831412685
Heggli AG 1;245.61571255211916;370.27923934979356;371.7741291589109;404.7526578777802;711.9069646403857;554.5590973311465;604.199325547026;673.7706904363326;317.50536934615104;402.2440385249459;502.66079285840044;598.3243283709171;502.78817416693676;479.85594492830387;482.6029290458608;735.6290095762238;230.0777979369045;483.8823276135003;274.0943949576647;177.60118066896675;339.7655885489059;359.7355699013134;205.6125435962763;116.14923804375901
Ebner Reisen Ges.m.b.H. 1;254.6885194160454;482.9169582768004;383.51727159879556;365.2156537260801;621.6773904140701;670.9637398573956;631.9765510863837;762.8391208368575;487.7647915161379;216.13120333289035;674.6371809585474;458.51850373704985;703.2569750082149;686.7485977788685;486.29160092327226;778.3425859769836;319.4250272878655;570.0765584192113;472.1678625863798;279.0487276348515;335.08714968871806;256.1496993689454;385.45692020505487;400.284465868985
Busbetrieb Josef Ettenhuber GmbH 1;80.95186086309421;310.8074869429422;221.39880838889846;216.51421642292587;513.973094954327;504.5217403481369;483.12190924465295;603.7109556021309;312.7783608646524;124.01617472746315;501.7284660370171;365.4527821316433;528.8990115291084;512.051303882214;335.981686839043;630.4965630968534;145.89415599620776;405.32780594983774;298.1364503347941;123.97587080812048;170.8020552251633;114.52332019492059;215.1530591079423;249.7319244873639
PEREGO AUTOSERVIZI 1;340.1852856615855;529.2673614292752;501.2370970681856;521.4777288157389;834.3556529671891;723.6461689687216;755.6214655854671;840.8762013669734;486.0075939279907;463.05338308411365;679.4355231607933;698.6461787721687;682.9781337246226;660.3227769235738;620.8605086217475;894.66484665223;357.3990623721247;643.8565343143;445.24592443108145;283.0962743525605;458.2760358208011;444.3604743906018;362.22311795992977;288.5712471931443
SEAG 1;475.2545464570004;626.5637056171558;622.3140100606796;650.1894336040225;961.9010515369445;806.8502186597699;860.5892929239311;926.6060716088507;571.9404074547487;612.667859992137;747.9682656211302;837.0491395454885;741.2192479225388;717.8820386385044;736.7887859741338;991.2151961968216;477.2934628318461;739.7976366596514;527.8010318817892;410.8408202754793;585.1540509444266;586.0762029232566;461.6902333742805;371.9778616406844
LINEA AZZURRA 1;429.717110723446;579.0205306307523;575.0910324984345;603.4940680979932;914.8591034961534;760.0871374624675;812.9775593944129;879.779764655423;524.7408463317364;569.8845241212103;702.2866499973223;791.3093850405534;696.5720539843505;673.2579818795774;689.2699798737449;943.8604866028363;430.2211777985967;692.3543919549238;480.690859258454;364.6586775388547;538.392269123149;541.3266251699189;414.05304084042905;324.49382722731184
GIOTTO 1;488.8147045310959;715.5106378245071;658.2965881737096;663.5529593319271;962.2611269495313;916.2172949687495;923.1304210300615;1027.9832301264912;685.2413453024021;554.9890909992278;885.2270897735409;807.6107561457092;895.536799557786;873.793209343019;778.552013119797;1068.6874806694436;529.5617533188632;826.3190770624267;649.3431497867858;453.74326670306965;609.0087209178928;563.9712612979107;557.6099437966288;502.7824704834717
NUOVA TESEI 1;764.1391857791424;997.0986275332019;931.3909629819696;930.6181226464746;1214.594935044827;1198.191320974504;1195.9787022676835;1307.5986829097362;969.9595372737527;803.9038687047175;1170.4461406200278;1053.3245849888413;1181.6650592407884;1160.0150846535387;1049.416785487165;1342.89747149482;810.1095465348427;1105.782050730028;934.9492304818293;735.634936654796;881.0625722360038;825.3534846092043;842.4579097762188;789.1429420719076
S.I.T. – Società Italiana Trasporti srl 1;735.4704122168521;967.7596719371787;903.0944033083845;902.9969994021942;1188.8194805656044;1168.8330513162032;1167.8389936635988;1278.6035390248264;940.1177226291713;777.972842137868;1140.5195661560285;1028.1027700607945;1151.4974685051654;1129.8098077833;1021.4481220936896;1314.633498397318;780.8515425744274;1076.7654989610646;904.9212293026728;706.1705300256428;852.8500561225312;798.2184866587453;812.5762188962111;758.764412209893
Weiss Autobusunternehmung GmbH 1;388.58086522546574;593.6685510495538;482.53711846606666;451.3720475795265;646.6652585618477;764.9602617981545;701.2828327656232;842.4169901290959;611.2941364548834;292.4679778645124;783.6400318391321;482.9885608579805;817.8851755263568;803.8162333488198;564.5174190617054;841.5589036000101;452.90155385759493;663.891905165087;602.8280855165971;425.2030778105393;440.3934031560441;352.4285506394559;523.2813812578162;549.713416549072
SCHNEIDER 1;286.6657716446001;378.87859844011547;396.34093190119245;433.51128819469284;734.1489609094574;552.2013770874022;613.7879115505546;672.0602529645652;319.8862810848461;446.18127408688025;492.6577987226764;629.4259420253868;487.4549910339829;464.1826886494847;500.78144775903127;739.3767263925054;261.28125485187996;489.5662043244843;275.304225342236;219.83855672798046;369.63169261033124;399.3419435358682;222.91953934106178;128.5907726459725
BUCHER TRAVEL INC. 1;237.1699748471703;362.03904188211266;362.899497489621;395.8632890953012;703.0435042081468;547.0406790921902;595.8060914224549;666.151894198069;309.7699358084326;394.17212591327586;495.91907301905457;589.4774033018253;496.65845327904145;473.7864554476838;473.8561450725335;727.5735001180728;221.19409835803745;475.7700400435842;266.5260531120716;169.19620821952165;330.8813420959775;351.2314854552527;197.05073628395695;108.26054269599541
WM Reisedienst 1;587.0395083129423;397.7210992880871;417.7378120183791;411.1106614544839;183.9525465439772;262.6172556612002;162.772299816742;181.47926654772618;458.651649485085;545.6868182943454;354.446946631528;329.97356881837186;397.00094918871997;411.475606681524;296.6185517444313;90.99125607615287;558.135101303336;288.98599842704994;503.0885116107314;633.8896475800537;465.6637520006856;516.0417706319927;561.4802310417937;651.9120572578555
Sachsen IdealTours GmbH 1;359.44509927567964;317.69028143934605;237.05190970995335;193.99175714746835;165.86967316823473;374.1040606642682;258.67807056121484;404.9635631464388;381.36744046967186;251.01957326186144;438.29746462950396;2.746630798981697;486.70808321304816;485.0874334548295;187.77625550047102;376.5687005310668;366.2279713972332;297.04416426828226;411.0302740095477;424.46791746651854;257.1736886272925;252.3395201185163;410.67119716458996;501.33280076888735
HEROLÉ Bustouristik GmbH 1;492.8482223489839;379.7745740028967;341.3958616107516;312.43179596241606;14.499256280650146;347.470468210497;208.91254452939222;329.1853526576334;448.36138248427335;405.1618805682504;432.5253935859144;156.75182881620506;482.058741837585;487.99818370045364;240.79255692996574;269.193326555295;485.0825829757813;309.6939051489749;487.1988775068879;552.7295240950705;377.1283204713584;396.10417013803567;513.6399830276873;607.8749403325623
Philipp Schädler Anstalt 1;172.52006120305205;352.3112924717817;324.591260867496;348.583720271346;661.4423960815683;549.4018307231287;577.1617728715046;665.2006249472856;313.7399498196994;318.9729875729638;512.0649282475097;534.1569321514714;521.3502888646642;499.62810728860075;443.21038658055653;716.6861369182972;179.67314296417652;466.5637388274491;275.901239941141;108.3316686159954;284.0405187893087;284.896355660912;187.02150236510187;131.66623318704873
City Tours GmbH 1;1265.1242687230588;1209.5858858492552;1299.6722331475873;1348.857116982201;1560.792530034944;1238.820962701109;1371.7474148119318;1316.9019574968008;1145.7673875253345;1423.1444360120418;1146.842290363939;1529.6210861636703;1100.30744096723;1089.1898242211496;1346.5376728673898;1412.3804693195762;1216.5385283773155;1260.3240313524516;1119.5313704639975;1206.5253854163072;1300.7169788804083;1363.786928370804;1148.7986858392408;1083.3818449098871
Albert Rapp Autoverkehr 1;134.39395411115697;166.90907483380133;174.4411476386513;216.00361243641802;510.34730608821616;361.88153493978285;398.50420180093835;478.1938589841472;127.24093679660479;277.1334525507184;327.70295509394464;412.4339492137194;342.2329057444683;321.92433262727286;277.48757385197007;533.2683887366502;71.88049504218647;281.59697853994066;94.51237953083674;115.14414529928248;156.64735768781193;214.79643980079896;0.9327367287187814;95.23147553351565
Sack Gmbh 1;268.1189022576245;51.01236907043288;165.50898865597608;212.31203538615583;412.74158979858504;192.68659830924892;256.38207486695524;311.2045661652549;45.33661697304658;350.6710960458623;160.75494530379;369.36422068673716;185.20779504102538;169.17863867416517;185.01413666847674;375.4191412783526;208.78717549085843;128.25629520885462;88.9809358328079;278.32622895159403;196.923329018821;285.39822709535844;171.31482065617135;246.84513399804283
Omnibusreisen Werner Schneider KG 1;171.1786045659448;108.9636316969571;146.1285604958585;193.98441030739505;467.59271318248454;301.6115088033871;343.19806480598515;418.2050209586838;68.42960195727012;289.5880087166271;269.29699947884956;384.93034356637355;286.8316734309509;267.5373473971059;231.57597018520613;475.05820461201426;106.89688031929296;223.12035157921397;47.47563507023148;169.47171314381558;146.64989639713082;223.43868790223928;60.81596582815425;146.0148835104198
Rau Touristik GmbH 1;222.9629966148498;120.84623590587536;192.23351412522632;241.63865417371508;494.2652566917703;287.376141688813;351.2312610343606;406.87561058285627;54.569190487832195;345.0683149123124;239.53445820017924;426.1333909069674;248.96826165379983;227.87314614351396;258.70928756364174;472.84488647764186;157.98655301206816;224.44004068688378;12.398134152052414;211.03414959171673;199.86218952778344;278.80559164484083;95.92429365014631;152.6640101635286
Fromm Reisen OHG 1;61.78250770231905;228.3507816101207;188.94656967378998;214.96439234531445;526.8138311598105;429.28328150249695;444.3693142853471;541.0157037640791;205.4969842070908;221.75995543996126;405.68665984763544;405.862761400816;424.2290545437043;404.7548719499581;307.8989754413726;586.3897525813528;44.54414802856886;339.7133275332719;178.9614840458153;33.47814929951785;149.8442084357407;170.1703083723316;86.3557161302188;120.04613034879465
Götz e.K. 1;152.99215792887296;122.78412715400573;144.3491839661404;190.35212913379712;473.0700435229499;318.4979576426392;355.1595463778953;434.31418069406044;87.32104370725943;276.43376653615263;288.06015326683587;384.11799559551895;305.92803587449384;286.6368841586573;238.14290840742652;489.18292566634625;88.3680827775561;237.46174864728033;64.62841350067558;150.49566821211943;138.39214634224285;210.85703206683343;44.813379147618114;135.27061773600025
Schlienz-Tours GmbH & Co.KG 1;127.05094464839834;163.11936985014881;165.72048106918916;206.74692966208286;502.51011416120076;359.82298866910975;393.2508311999149;475.4459212385729;127.21542390571916;267.8727747478181;328.0819945758038;403.26826358676317;343.97990406752194;324.00975308057343;270.3620471121713;529.1017764596875;63.57119150607353;277.7643224805307;97.25531445584873;112.19441825121795;147.05029299159904;205.29066711635718;10.59516982968416;103.16417204169453
Baumann Fernbus GmbH 1;54.37671061065236;288.811154104599;205.30743288778646;205.9327612055858;510.20759592565577;484.74152258089407;469.32740974300776;586.3059211289111;287.77038427453664;135.7747964054053;478.83869899023216;366.4779526706264;504.87974405913127;487.65128692084375;322.83801105711325;616.3862185061664;119.34721978672971;386.5484968378619;271.9016113062017;99.29363870349003;154.70051562047675;112.11156888257254;188.13309113710338;224.227736575572
Antoni Voyages 1;234.90526025203175;199.52479103752682;255.37910542162123;302.5780348401503;571.3427668719902;359.8486960520874;430.2356263521214;479.7207043711559;133.6851288839676;380.03652838374177;301.44009624079536;494.32486501386813;300.8343086460978;278.0065692819282;335.08521127299196;549.3520118869826;174.7370992796471;302.952662715791;90.27406439274708;199.70555139416228;250.5644038048322;316.8278995019686;102.50559456026062;98.40355156136287
Becker-Reisen 1;308.4069637063289;163.03911536896808;140.05519457873706;134.10299357539753;213.38671707245524;211.87211469485035;135.74448248117656;273.638044551364;231.44931213319137;283.41877499188774;267.28386719026764;174.50229187008998;315.12370032574194;313.0171939909159;23.01773845640825;282.43495436746855;284.05251826089795;125.54904362005162;269.4434355892479;358.06758711242344;186.88109810943607;242.47224379512932;300.8180905803224;394.97427038125375
Chèze et fils Voyages 1;769.5560621950076;788.8974654444334;849.0275670684147;893.7787522128864;1163.03845818033;892.7363613096677;1001.0446008605619;1000.5234625387092;720.3126627454394;930.1303494538116;805.0084536532918;1088.8066541086912;771.7402937956664;752.2540289564433;928.5766800023345;1089.1942417826306;734.2848316958405;874.0039026683455;682.238475163169;704.1524611453734;835.0729107501428;879.4035244661377;677.6566554513122;593.7788597881456
Voyages Jaccon 1;594.1114345705067;655.9366754522392;696.1877774889048;736.8584221855556;1026.3659967589854;793.3936745369516;883.3723959764712;909.3809254980756;589.1350292880157;752.3954011219937;714.3047898585013;933.5131258802801;690.9974697757089;668.896587376684;790.0235258832627;990.3762594334889;567.8689181095431;754.8739922377185;546.6434297087881;526.6473643959736;674.4370349500887;707.2220441126977;520.8720822710692;429.6150134476964
Voyages Gounon / Aurec sur Loire 1;610.5333651765368;669.8229768568356;711.4322132636325;752.377413009707;1040.8224840973605;805.0471341019099;896.4579451652047;920.5806613628049;602.7873037455311;768.9650790057743;725.1697115137503;949.0418178937502;701.0401378820372;679.0924353621056;804.4387540865516;1002.224942690782;583.8111112355152;767.9174380175815;560.5347987925626;543.1309465331371;690.1295191453761;723.5392862817325;536.1814189220543;445.2679337022369
